Serial No.,Image Name,Class,Location,Width,Height,Size (bytes)
261,Pineapple_2.jpg,Pineapple,/Fruits_Plant_Leaf/Pineapple/Pineapple_2.jpg,225,225,15368
262,Pineapple_24.jpg,Pineapple,/Fruits_Plant_Leaf/Pineapple/Pineapple_24.jpg,225,187,24877
263,Pineapple_4.jpg,Pineapple,/Fruits_Plant_Leaf/Pineapple/Pineapple_4.jpg,219,194,29547
264,Pineapple_9.jpg,Pineapple,/Fruits_Plant_Leaf/Pineapple/Pineapple_9.jpg,212,194,32357
265,Pineapple_20.jpg,Pineapple,/Fruits_Plant_Leaf/Pineapple/Pineapple_20.jpg,260,239,15120
266,Pineapple_1.jpg,Pineapple,/Fruits_Plant_Leaf/Pineapple/Pineapple_1.jpg,204,163,23309
267,Pineapple_8.jpg,Pineapple,/Fruits_Plant_Leaf/Pineapple/Pineapple_8.jpg,227,190,29484
268,Watermelon_17.jpg,Watermelon,/Fruits_Plant_Leaf/Watermelon/Watermelon_17.jpg,207,194,19171
269,Watermelon_6.jpg,Watermelon,/Fruits_Plant_Leaf/Watermelon/Watermelon_6.jpg,192,194,27200
270,Watermelon_2.jpg,Watermelon,/Fruits_Plant_Leaf/Watermelon/Watermelon_2.jpg,214,194,28020
271,Watermelon_3.jpg,Watermelon,/Fruits_Plant_Leaf/Watermelon/Watermelon_3.jpg,251,255,12590
272,Watermelon_15.jpg,Watermelon,/Fruits_Plant_Leaf/Watermelon/Watermelon_15.jpg,183,186,18387
273,Watermelon_24.jpg,Watermelon,/Fruits_Plant_Leaf/Watermelon/Watermelon_24.jpg,173,155,17451
274,Watermelon_1.jpg,Watermelon,/Fruits_Plant_Leaf/Watermelon/Watermelon_1.jpg,232,217,7062
275,Watermelon_7.jpg,Watermelon,/Fruits_Plant_Leaf/Watermelon/Watermelon_7.jpg,224,200,20279
276,Watermelon_23.jpg,Watermelon,/Fruits_Plant_Leaf/Watermelon/Watermelon_23.jpg,194,186,12965
277,Watermelon_14.jpg,Watermelon,/Fruits_Plant_Leaf/Watermelon/Watermelon_14.jpg,200,185,20044
278,Watermelon_22.jpg,Watermelon,/Fruits_Plant_Leaf/Watermelon/Watermelon_22.jpg,208,183,19413
279,Watermelon_13.jpg,Watermelon,/Fruits_Plant_Leaf/Watermelon/Watermelon_13.jpg,201,183,21433
280,Watermelon_18.jpg,Watermelon,/Fruits_Plant_Leaf/Watermelon/Watermelon_18.jpg,168,179,19103
281,Watermelon_20.jpg,Watermelon,/Fruits_Plant_Leaf/Watermelon/Watermelon_20.jpg,168,179,18668
282,Watermelon_12.jpg,Watermelon,/Fruits_Plant_Leaf/Watermelon/Watermelon_12.jpg,194,206,26315
283,Watermelon_16.jpg,Watermelon,/Fruits_Plant_Leaf/Watermelon/Watermelon_16.jpg,168,201,18212
284,Watermelon_19.jpg,Watermelon,/Fruits_Plant_Leaf/Watermelon/Watermelon_19.jpg,206,203,28923
285,Watermelon_21.jpg,Watermelon,/Fruits_Plant_Leaf/Watermelon/Watermelon_21.jpg,225,225,8015
286,Watermelon_5.jpg,Watermelon,/Fruits_Plant_Leaf/Watermelon/Watermelon_5.jpg,194,197,17864
287,Watermelon_10.jpg,Watermelon,/Fruits_Plant_Leaf/Watermelon/Watermelon_10.jpg,193,183,26917
288,Watermelon_4.jpg,Watermelon,/Fruits_Plant_Leaf/Watermelon/Watermelon_4.jpg,198,167,19897
289,Watermelon_9.jpg,Watermelon,/Fruits_Plant_Leaf/Watermelon/Watermelon_9.jpg,259,246,17706
290,Watermelon_11.jpg,Watermelon,/Fruits_Plant_Leaf/Watermelon/Watermelon_11.jpg,224,194,18053
291,Watermelon_8.jpg,Watermelon,/Fruits_Plant_Leaf/Watermelon/Watermelon_8.jpg,220,229,11873
